"sequence.sequenceID","alignment.name","alignment.displayName","sequence.m49_country.id","sequence.m49_country.display_name","sequence.gb_place_sampled","sequence.location","sequence.collection_year","sequence.earliest_collection_year","sequence.latest_collection_year","sequence.gb_length","sequence.gb_create_date","sequence.gb_update_date","sequence.host","sequence.gb_pubmed_id","sequence.isolate"
"AF177114","AL_Cosmopolitan_AF1b","Cosmopolitan AF1b",NA,NA,NA,"-: -",NA,NA,2001,592,"10-Aug-01","10-Aug-01","Otocyon megalotis",NA,"o578"
"DQ431260","AL_Cosmopolitan_AF1b","Cosmopolitan AF1b","ZAF","South Africa","Hopetown","South Africa: Hopetown",1995,NA,2007,592,"31-Mar-07","26-Jul-16","Otocyon megalotis",17537536,"DL,o57895"
"AF177115","AL_Cosmopolitan_AF1b","Cosmopolitan AF1b","ZAF","South Africa","Carnavon","South Africa: Carnavon",1995,NA,2001,591,"10-Aug-01","19-Mar-03","Otocyon megalotis",12573499,"o774"
"DQ431263","AL_Cosmopolitan_AF1b","Cosmopolitan AF1b",NA,NA,NA,"-: -",NA,NA,2007,592,"31-Mar-07","26-Jul-16",NA,17537536,"DL,77495"
"DQ431262","AL_Cosmopolitan_AF1b","Cosmopolitan AF1b","ZAF","South Africa","Queenstown","South Africa: Queenstown",2003,NA,2007,592,"31-Mar-07","26-Jul-16","Canis lupus familiaris",17537536,"DL,46003"
"DQ431264","AL_Cosmopolitan_AF1b","Cosmopolitan AF1b",NA,NA,NA,"-: -",NA,NA,2007,592,"31-Mar-07","26-Jul-16",NA,17537536,"DL,83794"
"DQ431265","AL_Cosmopolitan_AF1b","Cosmopolitan AF1b",NA,NA,NA,"-: -",NA,NA,2007,592,"31-Mar-07","26-Jul-16",NA,17537536,"DL,98994"
"DQ431272","AL_Cosmopolitan_AF1b","Cosmopolitan AF1b","ZAF","South Africa","Philipstown","South Africa: Philipstown",1996,NA,2007,592,"31-Mar-07","26-Jul-16","Otocyon megalotis",17537536,"DL,47496"
"MK467461","AL_Cosmopolitan_AF1b","Cosmopolitan AF1b","ZAF","South Africa",NA,"South Africa: -",1994,1994,1994,592,"09-Mar-20","09-Mar-20","Proteles cristata",NA,"08-94"
"DQ431261","AL_Cosmopolitan_AF1b","Cosmopolitan AF1b","ZAF","South Africa","De Aar","South Africa: De Aar",2003,NA,2007,592,"31-Mar-07","26-Jul-16","Otocyon megalotis",17537536,"DL,4243"
"DQ431266","AL_Cosmopolitan_AF1b","Cosmopolitan AF1b","ZAF","South Africa","Prieska","South Africa: Prieska",1999,NA,2007,592,"31-Mar-07","26-Jul-16","Otocyon megalotis",17537536,"DL,64799"
"DQ431267","AL_Cosmopolitan_AF1b","Cosmopolitan AF1b",NA,NA,NA,"-: -",NA,NA,2007,592,"31-Mar-07","26-Jul-16",NA,17537536,"DL,59192"
"DQ431268","AL_Cosmopolitan_AF1b","Cosmopolitan AF1b","ZAF","South Africa","Niekerkshoop","South Africa: Niekerkshoop",1991,NA,2007,592,"31-Mar-07","26-Jul-16","Otocyon megalotis",17537536,"DL,42391"
"DQ431269","AL_Cosmopolitan_AF1b","Cosmopolitan AF1b","ZAF","South Africa","De Aar","South Africa: De Aar",1994,NA,2007,592,"31-Mar-07","26-Jul-16","Otocyon megalotis",17537536,"DL,38094"
"DQ431271","AL_Cosmopolitan_AF1b","Cosmopolitan AF1b",NA,NA,NA,"-: -",NA,NA,2007,592,"31-Mar-07","26-Jul-16",NA,17537536,"DL,62594"
"MK467465","AL_Cosmopolitan_AF1b","Cosmopolitan AF1b","ZAF","South Africa",NA,"South Africa: -",1997,1997,1997,592,"09-Mar-20","09-Mar-20","Proteles cristata",NA,"163-97"
"DQ431304","AL_Cosmopolitan_AF1b","Cosmopolitan AF1b",NA,NA,NA,"-: -",NA,NA,2007,591,"31-Mar-07","26-Jul-16",NA,17537536,"DL,47903"
"MK467464","AL_Cosmopolitan_AF1b","Cosmopolitan AF1b","ZAF","South Africa",NA,"South Africa: -",1996,1996,1996,592,"09-Mar-20","09-Mar-20","Proteles cristata",NA,"383-96"
"DQ431303","AL_Cosmopolitan_AF1b","Cosmopolitan AF1b","ZAF","South Africa","Middelburg","South Africa: Middelburg",1999,NA,2007,591,"31-Mar-07","26-Jul-16","Otocyon megalotis",17537536,"DL,70999"
"DQ431259","AL_Cosmopolitan_AF1b","Cosmopolitan AF1b","ZAF","South Africa","Herb","South Africa: Herb",2002,NA,2007,593,"31-Mar-07","26-Jul-16","Otocyon megalotis",17537536,"DL,44402"
"DQ431273","AL_Cosmopolitan_AF1b","Cosmopolitan AF1b",NA,NA,NA,"-: -",NA,NA,2007,592,"31-Mar-07","26-Jul-16",NA,17537536,"DL,50292"
"DQ431274","AL_Cosmopolitan_AF1b","Cosmopolitan AF1b","ZAF","South Africa","Bloubosdrift","South Africa: Bloubosdrift",1991,NA,2007,592,"31-Mar-07","26-Jul-16","Otocyon megalotis",17537536,"DL,55191"
"MK467471","AL_Cosmopolitan_AF1b","Cosmopolitan AF1b","ZAF","South Africa",NA,"South Africa: -",2001,2001,2001,592,"09-Mar-20","09-Mar-20","Proteles cristata",NA,"249-01"
"DQ431298","AL_Cosmopolitan_AF1b","Cosmopolitan AF1b","ZAF","South Africa","Carnavon","South Africa: Carnavon",2004,NA,2007,591,"31-Mar-07","26-Jul-16","Otocyon megalotis",17537536,"DL,32704"
"DQ431299","AL_Cosmopolitan_AF1b","Cosmopolitan AF1b",NA,NA,NA,"-: -",NA,NA,2007,591,"31-Mar-07","26-Jul-16",NA,17537536,"DL,52704"
"DQ431300","AL_Cosmopolitan_AF1b","Cosmopolitan AF1b","ZAF","South Africa","Victoria West","South Africa: Victoria West",2000,NA,2007,591,"31-Mar-07","26-Jul-16","Otocyon megalotis",17537536,"DL,60000"
"DQ431301","AL_Cosmopolitan_AF1b","Cosmopolitan AF1b","ZAF","South Africa","Britstown","South Africa: Britstown",2001,NA,2007,591,"31-Mar-07","26-Jul-16","Otocyon megalotis",17537536,"DL,2101"
"DQ431279","AL_Cosmopolitan_AF1b","Cosmopolitan AF1b","ZAF","South Africa","De Aar","South Africa: De Aar",2001,NA,2007,591,"31-Mar-07","26-Jul-16","Otocyon megalotis",17537536,"DL,20101"
"DQ431281","AL_Cosmopolitan_AF1b","Cosmopolitan AF1b","ZAF","South Africa","Britstown","South Africa: Britstown",1999,NA,2007,591,"31-Mar-07","26-Jul-16","Otocyon megalotis",17537536,"DL,27899"
"DQ431326","AL_Cosmopolitan_AF1b","Cosmopolitan AF1b","ZAF","South Africa","Kimberley","South Africa: Kimberley",2003,NA,2007,592,"31-Mar-07","26-Jul-16","Otocyon megalotis",17537536,"DL,6363"
"DQ431327","AL_Cosmopolitan_AF1b","Cosmopolitan AF1b","ZAF","South Africa","Herb","South Africa: Herb",2000,NA,2007,592,"31-Mar-07","26-Jul-16","Otocyon megalotis",17537536,"DL,82300"
"DQ431328","AL_Cosmopolitan_AF1b","Cosmopolitan AF1b",NA,NA,NA,"-: -",NA,NA,2007,592,"31-Mar-07","26-Jul-16",NA,17537536,"DL,39599"
"DQ431329","AL_Cosmopolitan_AF1b","Cosmopolitan AF1b","ZAF","South Africa","Hay","South Africa: Hay",1999,NA,2007,592,"31-Mar-07","26-Jul-16","Otocyon megalotis",17537536,"DL,76899"
"DQ431330","AL_Cosmopolitan_AF1b","Cosmopolitan AF1b","ZAF","South Africa","Hay","South Africa: Hay",2001,NA,2007,592,"31-Mar-07","26-Jul-16","Otocyon megalotis",17537536,"DL,7801"
"DQ431331","AL_Cosmopolitan_AF1b","Cosmopolitan AF1b","ZAF","South Africa","Hay","South Africa: Hay",2001,NA,2007,592,"31-Mar-07","26-Jul-16","Otocyon megalotis",17537536,"DL,16801"
"DQ431332","AL_Cosmopolitan_AF1b","Cosmopolitan AF1b",NA,NA,NA,"-: -",NA,NA,2007,592,"31-Mar-07","26-Jul-16",NA,17537536,"DL,18601"
"MK467468","AL_Cosmopolitan_AF1b","Cosmopolitan AF1b","ZAF","South Africa",NA,"South Africa: -",2000,2000,2000,592,"09-Mar-20","09-Mar-20","Proteles cristata",NA,"302-00"
"DQ431333","AL_Cosmopolitan_AF1b","Cosmopolitan AF1b","ZAF","South Africa","Hay","South Africa: Hay",2000,NA,2007,592,"31-Mar-07","26-Jul-16","Otocyon megalotis",17537536,"DL,32700"
"DQ431334","AL_Cosmopolitan_AF1b","Cosmopolitan AF1b","ZAF","South Africa","Hay","South Africa: Hay",2000,NA,2007,592,"31-Mar-07","26-Jul-16","Otocyon megalotis",17537536,"DL,33400"
"DQ431335","AL_Cosmopolitan_AF1b","Cosmopolitan AF1b","ZAF","South Africa","Hay","South Africa: Hay",1999,NA,2007,592,"31-Mar-07","26-Jul-16","Otocyon megalotis",17537536,"DL,97199"
"DQ431336","AL_Cosmopolitan_AF1b","Cosmopolitan AF1b","ZAF","South Africa","Hay","South Africa: Hay",2000,NA,2007,592,"31-Mar-07","26-Jul-16","Otocyon megalotis",17537536,"DL,9300"
"DQ431339","AL_Cosmopolitan_AF1b","Cosmopolitan AF1b","ZAF","South Africa","Hay","South Africa: Hay",2000,NA,2007,592,"31-Mar-07","26-Jul-16","Otocyon megalotis",17537536,"DL,53000"
"DQ431337","AL_Cosmopolitan_AF1b","Cosmopolitan AF1b","ZAF","South Africa","Hopetown","South Africa: Hopetown",2005,NA,2007,592,"31-Mar-07","26-Jul-16","Otocyon megalotis",17537536,"DL,2205"
"DQ431338","AL_Cosmopolitan_AF1b","Cosmopolitan AF1b","ZAF","South Africa","Umtata","South Africa: Umtata",2005,NA,2007,592,"31-Mar-07","26-Jul-16","Bos",17537536,"DL,3105"
"MK467474","AL_Cosmopolitan_AF1b","Cosmopolitan AF1b","ZAF","South Africa",NA,"South Africa: -",2006,2006,2006,592,"09-Mar-20","09-Mar-20","Proteles cristata",NA,"146-06"
"DQ431340","AL_Cosmopolitan_AF1b","Cosmopolitan AF1b","ZAF","South Africa","Kimberley","South Africa: Kimberley",2003,NA,2007,592,"31-Mar-07","26-Jul-16","Otocyon megalotis",17537536,"DL,47603"
"DQ431341","AL_Cosmopolitan_AF1b","Cosmopolitan AF1b",NA,NA,NA,"-: -",NA,NA,2007,592,"31-Mar-07","26-Jul-16",NA,17537536,"DL,48602"
"DQ431342","AL_Cosmopolitan_AF1b","Cosmopolitan AF1b","ZAF","South Africa","Groblershoop","South Africa: Groblershoop",2005,NA,2007,592,"31-Mar-07","26-Jul-16","Otocyon megalotis",17537536,"DL,5705"
"DQ431343","AL_Cosmopolitan_AF1b","Cosmopolitan AF1b","ZAF","South Africa","Groblershoop","South Africa: Groblershoop",2005,NA,2007,592,"31-Mar-07","26-Jul-16","Otocyon megalotis",17537536,"DL,1705"
"DQ431344","AL_Cosmopolitan_AF1b","Cosmopolitan AF1b","ZAF","South Africa","Kimberley","South Africa: Kimberley",2005,NA,2007,592,"31-Mar-07","26-Jul-16","Otocyon megalotis",17537536,"DL,1765"
"DQ431345","AL_Cosmopolitan_AF1b","Cosmopolitan AF1b","ZAF","South Africa","Postmasburg","South Africa: Postmasburg",1992,NA,2007,592,"31-Mar-07","26-Jul-16","Otocyon megalotis",17537536,"DL,71892"
"DQ431347","AL_Cosmopolitan_AF1b","Cosmopolitan AF1b","ZAF","South Africa","Postmasburg","South Africa: Postmasburg",1992,NA,2007,592,"31-Mar-07","26-Jul-16","Otocyon megalotis",17537536,"DL,68092"
"DQ431355","AL_Cosmopolitan_AF1b","Cosmopolitan AF1b",NA,NA,NA,"-: -",NA,NA,2007,592,"31-Mar-07","26-Jul-16",NA,17537536,"DL,5993"
"DQ431357","AL_Cosmopolitan_AF1b","Cosmopolitan AF1b","ZAF","South Africa","Gordonia","South Africa: Gordonia",1980,NA,2007,592,"31-Mar-07","26-Jul-16","Otocyon megalotis",17537536,"DL,154680"
"DQ431356","AL_Cosmopolitan_AF1b","Cosmopolitan AF1b","ZAF","South Africa","Kuruman","South Africa: Kuruman",2005,NA,2007,592,"31-Mar-07","26-Jul-16","Otocyon megalotis",17537536,"DL,13605"
"DQ431348","AL_Cosmopolitan_AF1b","Cosmopolitan AF1b","ZAF","South Africa","Gordonia","South Africa: Gordonia",1991,NA,2007,592,"31-Mar-07","26-Jul-16","Otocyon megalotis",17537536,"DL,25891"
"DQ431350","AL_Cosmopolitan_AF1b","Cosmopolitan AF1b","ZAF","South Africa","Postmasburg","South Africa: Postmasburg",1990,NA,2007,592,"31-Mar-07","26-Jul-16","Otocyon megalotis",17537536,"DL,63090"
"DQ431351","AL_Cosmopolitan_AF1b","Cosmopolitan AF1b","ZAF","South Africa","Kuruman","South Africa: Kuruman",2002,NA,2007,592,"31-Mar-07","26-Jul-16","Otocyon megalotis",17537536,"DL,9602"
"DQ431349","AL_Cosmopolitan_AF1b","Cosmopolitan AF1b","ZAF","South Africa","Hay","South Africa: Hay",2000,NA,2007,592,"31-Mar-07","26-Jul-16","Otocyon megalotis",17537536,"DL,74200"
"DQ431353","AL_Cosmopolitan_AF1b","Cosmopolitan AF1b","ZAF","South Africa","Gordonia","South Africa: Gordonia",2000,NA,2007,592,"31-Mar-07","26-Jul-16","Otocyon megalotis",17537536,"DL,68100"
"DQ431354","AL_Cosmopolitan_AF1b","Cosmopolitan AF1b",NA,NA,NA,"-: -",NA,NA,2007,592,"31-Mar-07","26-Jul-16",NA,17537536,"DL,68101"
"AF303059","AL_Cosmopolitan_AF1b","Cosmopolitan AF1b","ZAF","South Africa","Petrusburg","South Africa: Petrusburg",1998,NA,2002,591,"15-Jan-02","19-Mar-03","Otocyon megalotis",12573499,"o491/98"
"DQ431294","AL_Cosmopolitan_AF1b","Cosmopolitan AF1b","ZAF","South Africa","Petrusburg","South Africa: Petrusburg",1998,NA,2007,591,"31-Mar-07","26-Jul-16","Otocyon megalotis",17537536,"DL,o49198"
"DQ786032","AL_Cosmopolitan_AF1b","Cosmopolitan AF1b","ZAF","South Africa","Gordonia","South Africa: Gordonia",2000,NA,2007,592,"31-May-07","14-Jul-16","Otocyon megalotis",17537536,"504/00"
"DQ431292","AL_Cosmopolitan_AF1b","Cosmopolitan AF1b",NA,NA,NA,"-: -",NA,NA,2007,592,"31-Mar-07","26-Jul-16",NA,17537536,"DL,70594"
"AF303073","AL_Cosmopolitan_AF1b","Cosmopolitan AF1b","ZAF","South Africa","Kimberley","South Africa: Kimberley",1999,NA,2002,595,"15-Jan-02","19-Mar-03","Otocyon megalotis",12573499,"o469"
"DQ431288","AL_Cosmopolitan_AF1b","Cosmopolitan AF1b","ZAF","South Africa","Kimberley","South Africa: Kimberley",1999,NA,2007,592,"31-Mar-07","26-Jul-16","Otocyon megalotis",17537536,"DL,62399"
"DQ431289","AL_Cosmopolitan_AF1b","Cosmopolitan AF1b","ZAF","South Africa","Boshof","South Africa: Boshof",1999,NA,2007,592,"31-Mar-07","26-Jul-16","Otocyon megalotis",17537536,"DL,72399"
"DQ431290","AL_Cosmopolitan_AF1b","Cosmopolitan AF1b","ZAF","South Africa","Kimberley","South Africa: Kimberley",1999,NA,2007,592,"31-Mar-07","26-Jul-16","Otocyon megalotis",17537536,"DL,86699"
"DQ431291","AL_Cosmopolitan_AF1b","Cosmopolitan AF1b","ZAF","South Africa","Petrusburg","South Africa: Petrusburg",2001,NA,2007,592,"31-Mar-07","26-Jul-16","Otocyon megalotis",17537536,"DL,35201"
"DQ431293","AL_Cosmopolitan_AF1b","Cosmopolitan AF1b","ZAF","South Africa","Kimberley","South Africa: Kimberley",1999,NA,2007,592,"31-Mar-07","26-Jul-16","Otocyon megalotis",17537536,"DL,58899"
"DQ431295","AL_Cosmopolitan_AF1b","Cosmopolitan AF1b","ZAF","South Africa","Fauresmith","South Africa: Fauresmith",1991,NA,2007,592,"31-Mar-07","26-Jul-16","Otocyon megalotis",17537536,"DL,67691"
"DQ431296","AL_Cosmopolitan_AF1b","Cosmopolitan AF1b",NA,NA,NA,"-: -",NA,NA,2007,592,"31-Mar-07","26-Jul-16",NA,17537536,"DL,53795"
"DQ431297","AL_Cosmopolitan_AF1b","Cosmopolitan AF1b",NA,NA,NA,"-: -",NA,NA,2007,592,"31-Mar-07","26-Jul-16",NA,17537536,"DL,49691"
"AF303074","AL_Cosmopolitan_AF1b","Cosmopolitan AF1b","ZAF","South Africa","De Aar","South Africa: De Aar",1999,NA,2002,574,"15-Jan-02","19-Mar-03","Otocyon megalotis",12573499,"o462"
"DQ431284","AL_Cosmopolitan_AF1b","Cosmopolitan AF1b","ZAF","South Africa","De Aar","South Africa: De Aar",2003,NA,2007,591,"31-Mar-07","26-Jul-16","Otocyon megalotis",17537536,"DL,38403"
"DQ431285","AL_Cosmopolitan_AF1b","Cosmopolitan AF1b","ZAF","South Africa","Britstown","South Africa: Britstown",2001,NA,2007,591,"31-Mar-07","26-Jul-16","Otocyon megalotis",17537536,"DL,35901"
"DQ431286","AL_Cosmopolitan_AF1b","Cosmopolitan AF1b","ZAF","South Africa","Britstown","South Africa: Britstown",2001,NA,2007,591,"31-Mar-07","26-Jul-16","Otocyon megalotis",17537536,"DL,67701"
"DQ431287","AL_Cosmopolitan_AF1b","Cosmopolitan AF1b","ZAF","South Africa","Victoria West","South Africa: Victoria West",2002,NA,2007,591,"31-Mar-07","26-Jul-16","Otocyon megalotis",17537536,"DL,50002"
"AF177112","AL_Cosmopolitan_AF1b","Cosmopolitan AF1b","ZAF","South Africa","Beaufort West","South Africa: Beaufort West",1996,NA,2001,591,"10-Aug-01","19-Mar-03","Otocyon megalotis",12573499,"o414"
"DQ431280","AL_Cosmopolitan_AF1b","Cosmopolitan AF1b","ZAF","South Africa","Beaufort West","South Africa: Beaufort West",1996,NA,2007,591,"31-Mar-07","26-Jul-16","Otocyon megalotis",17537536,"DL,41496"
"DQ431270","AL_Cosmopolitan_AF1b","Cosmopolitan AF1b","ZAF","South Africa","Britstown","South Africa: Britstown",1994,NA,2007,592,"31-Mar-07","26-Jul-16","Otocyon megalotis",17537536,"DL,89794"
"DQ431275","AL_Cosmopolitan_AF1b","Cosmopolitan AF1b","ZAF","South Africa","Britstown","South Africa: Britstown",2004,NA,2007,591,"31-Mar-07","26-Jul-16","Otocyon megalotis",17537536,"DL,2714"
"DQ431276","AL_Cosmopolitan_AF1b","Cosmopolitan AF1b","ZAF","South Africa","Middelburg","South Africa: Middelburg",2003,NA,2007,591,"31-Mar-07","26-Jul-16","Otocyon megalotis",17537536,"DL,62903"
"DQ431278","AL_Cosmopolitan_AF1b","Cosmopolitan AF1b","ZAF","South Africa","Middelburg","South Africa: Middelburg",2004,NA,2007,591,"31-Mar-07","26-Jul-16","Otocyon megalotis",17537536,"DL,63904"
"DQ431277","AL_Cosmopolitan_AF1b","Cosmopolitan AF1b","ZAF","South Africa","Middelburg","South Africa: Middelburg",2003,NA,2007,591,"31-Mar-07","26-Jul-16","Otocyon megalotis",17537536,"DL,78703"
"MK467481","AL_Cosmopolitan_AF1b","Cosmopolitan AF1b","ZAF","South Africa",NA,"South Africa: -",2009,2009,2009,592,"09-Mar-20","09-Mar-20","Proteles cristata",NA,"718-09"
"DQ431282","AL_Cosmopolitan_AF1b","Cosmopolitan AF1b","ZAF","South Africa","Sterkstroom","South Africa: Sterkstroom",2000,NA,2007,591,"31-Mar-07","26-Jul-16","Otocyon megalotis",17537536,"DL,34600"
"DQ431283","AL_Cosmopolitan_AF1b","Cosmopolitan AF1b","ZAF","South Africa","Sterkstroom","South Africa: Sterkstroom",2000,NA,2007,591,"31-Mar-07","26-Jul-16","Otocyon megalotis",17537536,"DL,43500"
"DQ431358","AL_Cosmopolitan_AF1b","Cosmopolitan AF1b",NA,NA,NA,"-: -",NA,NA,2007,592,"31-Mar-07","26-Jul-16",NA,17537536,"DL,55102"
"DQ431359","AL_Cosmopolitan_AF1b","Cosmopolitan AF1b","ZAF","South Africa","Piketberg","South Africa: Piketberg",2004,NA,2007,592,"31-Mar-07","26-Jul-16","Otocyon megalotis",17537536,"DL,0472"
"DQ431360","AL_Cosmopolitan_AF1b","Cosmopolitan AF1b","ZAF","South Africa","George","South Africa: George",2003,NA,2007,592,"31-Mar-07","26-Jul-16","Otocyon megalotis",17537536,"DL,54203"
"DQ431367","AL_Cosmopolitan_AF1b","Cosmopolitan AF1b","ZAF","South Africa","Piketberg","South Africa: Piketberg",2004,NA,2007,592,"31-Mar-07","26-Jul-16","Otocyon megalotis",17537536,"DL,04157"
"DQ431362","AL_Cosmopolitan_AF1b","Cosmopolitan AF1b",NA,NA,NA,"-: -",NA,NA,2007,592,"31-Mar-07","26-Jul-16",NA,17537536,"DL,35204"
"DQ431363","AL_Cosmopolitan_AF1b","Cosmopolitan AF1b",NA,NA,NA,"-: -",NA,NA,2007,592,"31-Mar-07","26-Jul-16",NA,17537536,"DL,51603"
"DQ431365","AL_Cosmopolitan_AF1b","Cosmopolitan AF1b","ZAF","South Africa","Swellendam","South Africa: Swellendam",2003,NA,2007,592,"31-Mar-07","26-Jul-16","Atilax paludinosus",17537536,"DL,33403"
"DQ431366","AL_Cosmopolitan_AF1b","Cosmopolitan AF1b","ZAF","South Africa","Piketberg","South Africa: Piketberg",2004,NA,2007,592,"31-Mar-07","26-Jul-16","Otocyon megalotis",17537536,"DL,04181"
"DQ431369","AL_Cosmopolitan_AF1b","Cosmopolitan AF1b","ZAF","South Africa","Moorresburg","South Africa: Moorresburg",2004,NA,2007,592,"31-Mar-07","26-Jul-16","Otocyon megalotis",17537536,"DL,04137"
"DQ431370","AL_Cosmopolitan_AF1b","Cosmopolitan AF1b",NA,NA,NA,"-: -",NA,NA,2007,592,"31-Mar-07","26-Jul-16",NA,17537536,"DL,04194"
"DQ431371","AL_Cosmopolitan_AF1b","Cosmopolitan AF1b","ZAF","South Africa","Malmesbury","South Africa: Malmesbury",2000,NA,2007,592,"31-Mar-07","26-Jul-16","Otocyon megalotis",17537536,"DL,5300"
"DQ431372","AL_Cosmopolitan_AF1b","Cosmopolitan AF1b","ZAF","South Africa","Kuruman","South Africa: Kuruman",1994,NA,2007,592,"31-Mar-07","26-Jul-16","Suricata suricatta",17537536,"DL,68394"
"DQ431373","AL_Cosmopolitan_AF1b","Cosmopolitan AF1b",NA,NA,NA,"-: -",NA,NA,2007,592,"31-Mar-07","26-Jul-16",NA,17537536,"DL,58394"
"DQ431374","AL_Cosmopolitan_AF1b","Cosmopolitan AF1b","ZAF","South Africa","Malmesbury","South Africa: Malmesbury",1994,NA,2007,592,"31-Mar-07","26-Jul-16","Otocyon megalotis",17537536,"DL,44994"
"DQ431376","AL_Cosmopolitan_AF1b","Cosmopolitan AF1b","ZAF","South Africa","Prieska","South Africa: Prieska",2004,NA,2007,592,"31-Mar-07","26-Jul-16","Otocyon megalotis",17537536,"DL,65704"
"DQ431377","AL_Cosmopolitan_AF1b","Cosmopolitan AF1b","ZAF","South Africa","Malmesbury","South Africa: Malmesbury",2004,NA,2007,592,"31-Mar-07","26-Jul-16","Otocyon megalotis",17537536,"DL,04424"
"DQ431378","AL_Cosmopolitan_AF1b","Cosmopolitan AF1b","ZAF","South Africa","Moorresburg","South Africa: Moorresburg",2004,NA,2007,592,"31-Mar-07","26-Jul-16","Otocyon megalotis",17537536,"DL,04489"
"DQ431379","AL_Cosmopolitan_AF1b","Cosmopolitan AF1b",NA,NA,NA,"-: -",NA,NA,2007,592,"31-Mar-07","26-Jul-16",NA,17537536,"DL,04189"
"DQ431380","AL_Cosmopolitan_AF1b","Cosmopolitan AF1b","ZAF","South Africa","Vredendal","South Africa: Vredendal",2000,NA,2007,592,"31-Mar-07","26-Jul-16","Otocyon megalotis",17537536,"DL,34100"
"DQ431364","AL_Cosmopolitan_AF1b","Cosmopolitan AF1b","ZAF","South Africa","George","South Africa: George",2003,NA,2007,592,"31-Mar-07","26-Jul-16","Otocyon megalotis",17537536,"DL,50703"
"DQ431361","AL_Cosmopolitan_AF1b","Cosmopolitan AF1b","ZAF","South Africa","Swellendam","South Africa: Swellendam",2004,NA,2007,592,"31-Mar-07","26-Jul-16","Suricata suricatta",17537536,"DL,04419"
"DQ431368","AL_Cosmopolitan_AF1b","Cosmopolitan AF1b","ZAF","South Africa","Clanwilliam","South Africa: Clanwilliam",2000,NA,2007,592,"31-Mar-07","26-Jul-16","Otocyon megalotis",17537536,"DL,54800"
"DQ431375","AL_Cosmopolitan_AF1b","Cosmopolitan AF1b","ZAF","South Africa","Malmesbury","South Africa: Malmesbury",2000,NA,2007,592,"31-Mar-07","26-Jul-16","Otocyon megalotis",17537536,"DL,23600"
"DQ431381","AL_Cosmopolitan_AF1b","Cosmopolitan AF1b","ZAF","South Africa","Malmesbury","South Africa: Malmesbury",2001,NA,2007,592,"31-Mar-07","26-Jul-16","Otocyon megalotis",17537536,"DL,38501"
"DQ431382","AL_Cosmopolitan_AF1b","Cosmopolitan AF1b","ZAF","South Africa","Malmesbury","South Africa: Malmesbury",2002,NA,2007,592,"31-Mar-07","26-Jul-16","Otocyon megalotis",17537536,"DL,9502"
"DQ431386","AL_Cosmopolitan_AF1b","Cosmopolitan AF1b","ZAF","South Africa","Namaqualand","South Africa: Namaqualand",1994,NA,2007,592,"31-Mar-07","26-Jul-16","Otocyon megalotis",17537536,"DL,75094"
"DQ431387","AL_Cosmopolitan_AF1b","Cosmopolitan AF1b","ZAF","South Africa","Fraserburg","South Africa: Fraserburg",1992,NA,2007,592,"31-Mar-07","26-Jul-16","Otocyon megalotis",17537536,"DL,8292"
"MK467516","AL_Cosmopolitan_AF1b","Cosmopolitan AF1b","ZAF","South Africa",NA,"South Africa: -",2016,2016,2016,592,"09-Mar-20","09-Mar-20","Otocyon megalotis",NA,"676-16"
"MT454640","AL_Cosmopolitan_AF1b","Cosmopolitan AF1b","ZAF","South Africa",NA,"South Africa: -",2016,2016,2016,11923,"09-Jul-20","09-Jul-20","Otocyon megalotis",NA,"676/16"
"DQ431394","AL_Cosmopolitan_AF1b","Cosmopolitan AF1b","ZAF","South Africa","Spring","South Africa: Spring",2004,NA,2007,592,"31-Mar-07","26-Jul-16","Otocyon megalotis",17537536,"DL,60204"
"DQ431395","AL_Cosmopolitan_AF1b","Cosmopolitan AF1b",NA,NA,NA,"-: -",NA,NA,2007,592,"31-Mar-07","26-Jul-16",NA,17537536,"DL,33004"
"DQ431396","AL_Cosmopolitan_AF1b","Cosmopolitan AF1b","ZAF","South Africa","Spring","South Africa: Spring",2003,NA,2007,592,"31-Mar-07","26-Jul-16","Otocyon megalotis",17537536,"DL,51703"
"DQ431398","AL_Cosmopolitan_AF1b","Cosmopolitan AF1b","ZAF","South Africa","Fraserburg","South Africa: Fraserburg",1995,NA,2007,592,"31-Mar-07","26-Jul-16","Otocyon megalotis",17537536,"DL,52095"
"MK467462","AL_Cosmopolitan_AF1b","Cosmopolitan AF1b","ZAF","South Africa",NA,"South Africa: -",1994,1994,1994,592,"09-Mar-20","09-Mar-20","Proteles cristata",NA,"477-94"
